budget,revenue,original_title,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year
0,0,Mortuary,Tobe Hooper,long abandoned|evil lurks there,94,Horror|Mystery|Thriller,Echo Bridge Entertainment,17,4.2,2005
0,0,Dungeons & Dragons: Wrath of the Dragon God,Gerry Lively,fighter|royalty|curse|dragon,105,Action|Adventure|Fantasy,Skyline Films|Sweetpea Entertainment|Studio Hamburg WorldWide Pictures|Zinc Entertainment Inc.,12,5.1,2005
0,0,Kim Possible Movie: So the Drama,Steve Loter,killer robot|high school|jail|crush|prom,71,Action|Adventure|Animation|Drama|Family,Disney Channel|Walt Disney Television Animation,25,6.3,2005
0,0,The Upside of Anger,Mike Binder,sex|lie|college|funeral|friendship,118,Comedy|Drama,New Line Cinema,28,5.9,2005
7000000,0,Die weisse Massai,Hermine Huntgeburth,switzerland|kenia|massai|hut|woman director,131,Drama,Constantin Film Produktion|Bayerischer Banken-Fonds,10,6.5,2005
0,10422387,Water,Deepa Mehta,site of pilgrimage|widow|varanasi|hinduism|child bride,115,Drama|Foreign|Romance,David Hamilton Productions|Echo Lake Productions|Flagship International|Noble Nomad Pictures,17,6.3,2005
0,0,Espace dÃ©tente,Bruno Solo|Yvan Le Bolloc'h,camcorder|coffee|company,102,Comedy,Shortcom|CALT Productions|Solo Moi|Kenavo,12,4.5,2005
5000000,0,Isolation,Billy O'Brien,infection|cow|quarantine,95,Horror|Science Fiction|Thriller,Lions Gate Films|Element Films|Bord Scannan na hEireann / Irish Film Board|Film4|The Bureau,19,5.5,2005
0,0,Return of the Living Dead: Rave to the Grave,Ellory Elkayem,halloween|undead|zombies,86,Comedy|Horror,Castel Film Romania|Denholm Trading Inc.|Aurora Entertainment,12,4.9,2005
16000000,0,Black Dawn,Alexander Gruszynski,cia|nuclear bomb|terrorism,96,Action,Andrew Stevens Entertainment|Steamroller Productions|Sony Pictures Home Entertainment,11,4.2,2005
0,0,Aliens of the Deep,James Cameron|Steven Quale,deep sea,47,Action|Documentary|Science Fiction,Walt Disney Pictures|Walden Media,12,6.5,2005
0,0,DeVour,David Winkler,tattoo|sex|nudity|nightmare|daydream,90,Horror,Sony Pictures Home Entertainment|Bigel Entertainment,15,4.5,2005
15000000,0,Human Trafficking,Christian Duguay,corruption|eastern europe|philippines|small community,176,Drama,Muse Entertainment Enterprises|For Sale Productions (Muse)|RHI Entertainment,12,7.0,2005
0,0,U2: Vertigo 2005 - Live from Chicago,Hamish Hamilton|Erica Forstadt,rock and roll|musical|tour|concert|u2,139,Music,Line by Line Productions,10,7.6,2005
0,0,Stone Cold,Robert Harmon,cop|new england|jesse stone,87,Crime|Drama|Thriller,Brandman Productions,16,6.1,2005
0,0,Je vous trouve trÃ¨s beau,Isabelle Mergault,peasant|man looking for wife|romania|woman director,97,Comedy,Gaumont,21,6.1,2005
0,0,The Poseidon Adventure,John Putch,capsized ship,173,Adventure|Drama|Thriller|Action,Larry Levinson Productions|Silverstar Ltd.,13,3.9,2005
0,0,Ellie Parker,Scott Coffey,alcohol|sex|infidelity|nightclub|nudity,95,Comedy|Drama,Strand Releasing,10,5.2,2005
0,0,Feed,Brett Leonard,detective|overweight|sociopath|internet|torture,101,Mystery|Thriller,TLA Releasing,11,5.6,2005
0,0,Return of the Living Dead: Necropolis,Ellory Elkayem,undead|zombies,88,Comedy|Horror,Castel Film Romania|Denholm Trading Inc.|Aurora Entertainment,12,4.4,2005
3000000,9879971,Tsotsi,Gavin Hood,slum|baby|fight|nudity|leader,94,Crime|Drama,Movieworld Productions|Industrial Development Corporation of South Africa|UK Film & TV Production Company|National Film & Video Foundation of South Africa,42,6.8,2005
0,0,Wal-Mart: The High Cost of Low Price,Robert Greenwald,usa|capitalism|department store|protest|community,98,Documentary,Brave New Films,14,6.9,2005
0,0,Alien Apocalypse,Josh Becker,alien life-form|space invasion|alien|astronaut,88,Drama|Horror|Comedy|Thriller|Science Fiction,Sci-Fi Channel,12,3.0,2005
0,0,Un amour Ã  taire,Christian Faure,gay interest|german occupation of france,102,Drama,Merlin Productions,11,6.1,2005
0,0,La Moustache,Emmanuel CarrÃ¨re,hotel|based on novel|bath|joke|health,87,Drama|Thriller|Mystery|Foreign,Procirep|Cofimage 16|PathÃ© Renn Productions|Les Films des Tournelles|Canal+,10,5.4,2005
12000000,0,Duma,Carroll Ballard,adolescence|loss of father|lion|south africa|bullying,100,Adventure|Drama|Family,John Wells Productions|Pandora Pictures|Gaylord Films|Warner Bros.,22,7.0,2005
0,0,George Carlin: Life Is Worth Losing,Rocco Urbisci,comedian|religion and supernatural|dying and death|concert|politics,74,Documentary|Comedy|TV Movie,Cable Stuff Productions,14,7.2,2005
0,0,Metal: A Headbanger's Journey,Sam Dunn|Scot McFadyen|Jessica Joy Wise,heavy metal|music|music festival|anthropology|woman director,91,Documentary|Music,Banger Productions,24,8.0,2005
1600000,0,Bubble,Steven Soderbergh,murder|independent film|doll factory,73,Drama|Crime|Mystery,Magnolia Pictures|Extension 765,15,6.6,2005
0,634074,Wassup Rockers,Larry Clark,independent film,111,Drama,Glass Key|Wildcard Productions,12,5.9,2005
50000000,111340801,Underworld: Evolution,Len Wiseman,budapest|key|light|werewolf|evolution,106,Fantasy|Action|Science Fiction|Thriller,Lakeshore Entertainment|Screen Gems,1015,6.3,2006
200000000,1065659812,Pirates of the Caribbean: Dead Man's Chest,Gore Verbinski,witch|fortune teller|bondage|exotic island|monster,151,Adventure|Fantasy|Action,Walt Disney Pictures|Jerry Bruckheimer Films|Second Mate Productions,3181,6.8,2006
120000000,461983149,Cars,John Lasseter|Joe Ranft,car race|car journey|village and town|road|auto,117,Animation|Adventure|Comedy|Family,Walt Disney Pictures|Pixar Animation Studios,2336,6.4,2006
150000000,599045960,Casino Royale,Martin Campbell,italy|poker|casino|terrorist|banker,144,Adventure|Action|Thriller,Eon Productions,2738,7.1,2006
125000000,758239851,The Da Vinci Code,Ron Howard,paris|holy grail|christianity|monk|zurich,149,Thriller|Mystery,Columbia Pictures|Imagine Entertainment|Skylark Productions|Government of Malta,1585,6.4,2006
12000000,114194847,Step Up,Anne Fletcher,dancing|new love|dance|baltimore|art school,104,Music|Drama|Romance|Crime,Summit Entertainment|Offspring Entertainment|Touchstone Pictures|Eketahuna LLC,619,6.7,2006
80000000,660940780,Ice Age: The Meltdown,Carlos Saldanha,mammoth|sloth|ice age|barrier ice|ice melting,91,Animation|Family|Comedy|Adventure,Blue Sky Studios|Twentieth Century Fox Animation,1775,6.4,2006
150000000,397850012,Mission: Impossible III,J.J. Abrams,berlin|cia|vatican|white house|secret identity,126,Adventure|Action|Thriller,Paramount Pictures|Cruise/Wagner Productions|Studio Babelsberg|MI 3 Film|China Film Co-Production Corporation,1363,6.3,2006
35000000,326551094,The Devil Wears Prada,David Frankel,paris|journalist|journalism|world of fasion|fashion journal,109,Comedy|Drama|Romance,Twentieth Century Fox Film Corporation|Dune Entertainment|Major Studio Partners|Peninsula Films|Fox 2000 Pictures,1773,7.0,2006
90000000,289847354,The Departed,Martin Scorsese,undercover|boston|police|friends|mafia,151,Drama|Thriller|Crime,Vertigo Entertainment|Media Asia Films|Warner Bros.|Initial Entertainment Group (IEG)|Plan B Entertainment,2635,7.7,2006
85000000,194168700,The Holiday,Nancy Meyers,holiday|london|film making|christmas party|country house,136,Comedy|Romance,Columbia Pictures|Universal Pictures|Waverly Films|Relativity Media,748,6.7,2006
40000000,109676311,The Prestige,Christopher Nolan,competition|secret|obsession|magic|dying and death,130,Drama|Mystery|Thriller,Touchstone Pictures|Syncopy,2519,7.8,2006
110000000,574480841,Night at the Museum,Shawn Levy,sunrise|indian|museum|skeleton|chaos,108,Action|Adventure|Comedy|Family|Fantasy,Ingenious Film Partners|Twentieth Century Fox Film Corporation|1492 Pictures|21 Laps Entertainment,1572,6.2,2006
25000000,135330182,Babel,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,terror|loss of mother|gun|morocco|deaf-mute,143,Drama,Paramount Vantage|Media Rights Capital|Anonymous Content|Central Films,606,6.7,2006
76000000,69959751,Children of Men,Alfonso CuarÃ³n,police state|hippie|rebel|miracle|future,109,Drama|Action|Thriller|Science Fiction,Universal Pictures|Strike Entertainment|Hit & Run Productions,1211,7.3,2006
0,0,American Pie Presents: The Naked Mile,Joe Nussbaum,adolescence|virgin|college|road trip|masturbation,97,Comedy,Rogue Pictures|Capital Arts Entertainment|Neo Art & Logic|Universal Studios Home Entertainment,289,5.3,2006
270000000,391081192,Superman Returns,Bryan Singer,saving the world|dc comics|invulnerability|sequel|superhero,154,Adventure|Fantasy|Action|Science Fiction,DC Comics|Legendary Pictures|Warner Bros.|Bad Hat Harry Productions,834,5.3,2006
18000000,261572744,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,male nudity|usa|california|prostitute|journalist,82,Comedy,Twentieth Century Fox Film Corporation|Four By Two Productions,979,6.4,2006
82500000,237681299,Click,Frank Coraci,regret|workaholic|heart attack|architect|dying and death,107,Comedy|Drama|Fantasy|Romance,Original Film|Columbia Pictures Corporation|Revolution Studios|Happy Madison Productions,1273,5.9,2006
0,0,Brother Bear 2,Ben Gluck,grizzly bear|human being-animal relationship|hibernation|moose|forest,75,Animation|Comedy|Family|Adventure|Fantasy,Walt Disney Pictures|DisneyToon Studios,172,6.4,2006
52000000,204999686,The Break-Up,Peyton Reed,bowling|chicago|american football|flat|baseball,106,Romance|Comedy,Universal Pictures|Mosaic Media Group|Wild West Picture Show Productions,520,5.5,2006
45000000,184376254,Inside Man,Spike Lee,bank manager|kidnapper|nazi background|blackmail|document,129,Crime|Drama|Thriller,Imagine Entertainment|Universal Pictures,990,7.2,2006
80000000,155019340,Over the Hedge,Tim Johnson|Karey Kirkpatrick,squirrel|eating and drinking|vororte|garden|grizzly bear,83,Comedy|Animation|Family,Pacific Data Images (PDI)|DreamWorks Animation,617,6.2,2006
50000000,132180323,Perfume: The Story of a Murderer,Tom Tykwer,paris|female nudity|prostitute|small town|obsession,147,Crime|Fantasy|Drama,Davis-Films|Nouvelles Ã‰ditions de Films (NEF)|Rising Star|VIP Medienfonds 4|Ikiru Films,647,7.0,2006
100000000,170877916,Blood Diamond,Edward Zwick,rebel|journalist|journalism|loss of family|slavery,143,Drama|Thriller|Action,Bedford Falls Productions|Lonely Film Productions GmbH & Co. KG.|Virtual Studios|Spring Creek Productions|Warner Bros.,1394,7.2,2006
0,15309302,Alpha Dog,Nick Cassavetes,sex|hostage drama|kidnapping and murder|swimming pool|drug,122,Crime|Drama,A-Mark Entertainment,265,6.5,2006
12000000,42931041,Crank,Brian Taylor|Mark Neveldine,poison|helicopter|assassin|nudity|hitman,88,Action|Thriller|Crime,Lions Gate Films|Lakeshore Entertainment|GreeneStreet Films|Radical Media,732,6.5,2006
27000000,56308881,Lucky Number Slevin,Paul McGuigan,assassination|assassin|identity|sniper|mistake in person,110,Drama|Thriller|Crime|Mystery,The Weinstein Company|FilmEngine|Capitol Films|Ascendant Pictures|VIP Medienfonds 4,787,7.3,2006
40000000,120455994,Eight Below,Frank Marshall,expedition|pilot|survival|sled dogs|seal,120,Adventure|Drama|Family,"Walt Disney Pictures|Spyglass Entertainment|Vertigo Entertainment|Kennedy/Marshall Company, The|Mandeville Films",328,6.6,2006
25000000,117719158,Final Destination 3,James Wong,beheading|dying and death|stroke of fate,93,Horror|Mystery,New Line Cinema|Zide-Perry Productions|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG|Hard Eight Pictures|Matinee Pictures,535,5.8,2006
50000000,97607453,Silent Hill,Christophe Gans,monster|mother role|burning of witches|fog|suffering,125,Horror|Mystery,Silent Hill DCP Inc.|Davis-Films|Konami,580,6.3,2006
20000000,33889159,She's the Man,Andy Fickman,roommate|twin sister|boarding school|twin brother|mistaken identity,105,Comedy|Drama|Family|Romance,DreamWorks SKG|Lakeshore Entertainment,395,6.3,2006
35000000,15304890,The Fountain,Darren Aronofsky,brain tumor|operation|queen|love of one's life|surgeon,96,Drama|Adventure|Science Fiction|Romance,Regency Enterprises|Warner Bros.|Muse Entertainment Enterprises|Protozoa Pictures|New Regency Pictures,371,6.7,2006
100000000,384335608,Happy Feet,George Miller,ocean|fish|zoo|penguin|tap dancing,108,Music|Animation|Comedy|Family,Village Roadshow Pictures|Kennedy Miller Productions|Kingdom Feature Productions|Warner Bros.|Animal Logic,876,5.8,2006
24000000,155721132,Rocky Balboa,Sylvester Stallone,philadelphia|transporter|fight|love of one's life|publicity,102,Drama,Columbia Pictures|Revolution Studios|Rogue Marble|Metro-Goldwyn-Mayer (MGM),455,6.4,2006
0,6086508,Van Wilder 2: The Rise of Taj,Mort Nathan,snob|college|nerd|party|burschenschaft,97,Comedy,Metro-Goldwyn-Mayer (MGM),117,5.1,2006
149000000,64459316,Flushed Away,David Bowers|Sam Fell,london|underworld|return|ship|frog,85,Adventure|Animation|Comedy|Family,Aardman Animations|DreamWorks Animation,488,6.0,2006
80000000,37384046,The Wild,Steve 'Spaz' Williams,new york|africa|lion|zoo|wild,94,Family|Animation,Walt Disney Pictures|Contrafilm|C.O.R.E. Feature Animation|Hoytyboy Pictures|Nigel Productions,137,5.2,2006
75000000,180557550,DÃ©jÃ  Vu,Tony Scott,deja vu|new orleans|time travel|investigator|fbi agent,126,Action|Thriller|Science Fiction,Jerry Bruckheimer Films|Scott Free Productions|Touchstone Pictures,862,6.5,2006
100000000,249288105,Eragon,Stefen Fangmeier,based on novel|mythical creature|dragon|fantasy world|teenage hero,104,Fantasy|Action|Adventure|Family,Ingenious Film Partners|Twentieth Century Fox Film Corporation|Dune Entertainment|Major Studio Partners|Fox 2000 Pictures,536,4.8,2006
40000000,114830111,The Lake House,Alejandro Agresti,chicago|writing|architect|future|time,99,Romance|Drama|Mystery,Village Roadshow Pictures|Vertigo Entertainment|Sound for Film|Warner Bros.,389,6.3,2006
45000000,178262620,Scary Movie 4,David Zucker,haunted house|alien life-form|riesen-ipod,83,Comedy,Dimension Films,368,5.3,2006
75000000,140175006,Monster House,Gil Kenan,monster|secret|toy|leave|children,91,Animation|Comedy|Family|Fantasy,Columbia Pictures|Amblin Entertainment|Sony Pictures Animation|Sony Pictures Entertainment|ImageMovers,501,6.3,2006
4200000,0,High School Musical,Kenny Ortega,becoming an adult|musical|music|high school|school performance,98,Comedy|Drama|Family|Music|TV Movie,Disney Channel,524,6.0,2006
50000000,88715192,Failure to Launch,Tom Dey,hotel mom|romantic comedy|lying|living with parents|pretend relationship,97,Comedy,Paramount Pictures|Scott Rudin Productions|Failure to Launch Productions,242,5.6,2006
40000000,120175290,Apocalypto,Mel Gibson,loss of family|solar eclipse|slavery|jaguar|village,139,Thriller|Action|Adventure|Drama,Icon Productions|Icon Entertainment International|Touchstone Pictures,667,7.1,2006
50000000,55181129,The Ant Bully,John A. Davis,ant|child hero|shrinking|ant-hill|children,88,Fantasy|Adventure|Animation|Comedy|Family,Warner Bros. Pictures|DNA Films|Legendary Pictures|Playtone Production|Warner Bros. Animation,228,5.5,2006
15000000,69623713,The Hills Have Eyes,Alexandre Aja,ambush|new mexico|san diego|van|family holiday,107,Horror|Thriller,Dune Entertainment|Major Studio Partners|Craven-Maddalena Films,359,6.0,2006
0,141702264,Garfield 2,Tim Hill,london|mistake in person|luxury|wretch|kater,78,Animation|Comedy|Family,Twentieth Century Fox Film Corporation|Dune Entertainment|Davis Entertainment,260,5.2,2006
28000000,38159905,Just My Luck,Donald Petrie,jinx|bad luck|kiss|romantic comedy|alcohol abuse,103,Comedy|Drama|Family|Fantasy|Romance,Regency Enterprises|Cheyenne Enterprises|New Regency Pictures,271,5.7,2006
85000000,59908565,The Good Shepherd,Robert De Niro,london|berlin|usa|spy|cia,167,Drama|Thriller|History,Universal Pictures|American Zoetrope|Morgan Creek Productions,174,5.9,2006
30000000,31070211,Ultraviolet,Kurt Wimmer,skyscraper|victim|dystopia|boy|doctor,88,Science Fiction|Action|Thriller,Screen Gems|Ultravi Productions,256,5.0,2006
15000000,0,Penelope,Mark Palansky,marriage proposal|isolation|yellow press|fairy tale|beauty,103,Fantasy|Comedy|Romance,Tatira-Hiller Productions|Summit Entertainment|Grosvenor Park Media Ltd.|Type A Films,220,6.4,2006
135000000,163794509,Miami Vice,Michael Mann,butts|crushed throat|drug deal|havana cuba|speedboatÂ ,134,Action|Adventure|Crime|Thriller,Universal Pictures|Forward Pass|Motion Picture ETA Produktionsgesellschaft|Foqus Arte Digital|Metropolis Films,283,5.7,2006
18000000,41009669,John Tucker Must Die,Betty Thomas,high school|basketball|revenge|falling in love|teenage boy,87,Comedy,Twentieth Century Fox Film Corporation|Dune Entertainment|Major Studio Partners|Landscape Entertainment|John US Productions,206,6.0,2006
31000000,28000000,Tristan & Isolde,Kevin Reynolds,in love with enemy|castle|lovers|hostility|revenge,125,Drama,Twentieth Century Fox Film Corporation|Epsilon Motion Pictures|Franchise Pictures|Scott Free Productions|World 2000 Entertainment,123,6.2,2006
90000000,65900249,Flags of Our Fathers,Clint Eastwood,world war ii|dying and death|pacific|iwo jima|aftercreditsstinger,132,War|Drama|History,DreamWorks SKG|Amblin Entertainment|Malpaso Productions|Warner Bros.,308,6.7,2006
2000000,5179037,Shortbus,John Cameron Mitchell,gay|new york|free love|swinger club|transsexuality,101,Romance|Drama|Comedy,Fortissimo Films|Process Productions|Q Television,78,6.5,2006
21000000,0,Bordertown,Gregory Nava,corruption|rape|journalist|threat to death|cuidad juarez,112,Crime|Drama|Mystery,Mosaic Media Group|El Norte Productions|Nuyorican Productions|Mobius Entertainment Ltd.,33,6.1,2006
50000000,69834815,Curious George,Matthew O'Callaghan,museum|product placement|balloon|jungle|monkey,86,Adventure|Animation|Comedy|Family,Imagine Entertainment|Universal Pictures|Universal Animation Studios,68,5.8,2006
40000000,38755073,The Wicker Man,Neil LaBute,california|island|airplane|limousine|car crash,102,Mystery|Thriller|Horror,Saturn Films|Brightlight Pictures|Alcon Entertainment|Nu Image Entertainment GmbH|Warner Bros.,179,4.0,2006
17000000,57103895,Smokin' Aces,Joe Carnahan,neo-nazi|gun|sniper|fbi|hitman,109,Action|Comedy|Crime|Thriller,Universal Pictures|StudioCanal|Relativity Media|Scion Films|Working Title Films,306,6.3,2006
